Maimai data courtesy Jeff McDonnell           
1.0  ! stepsize (d)            
ST1: All data in mm/d           
ST2           
ST3           
*  ! list directed format ok here   
year,     month,   day,    hour,    min,    QC,   P (mm/d),  E (mm/d),  Q_obs (mm/d),  P-E (mm/d), 
1985		2		6		0		0		0		0		3.59002		0.5662421		0
1985		2		7		0		0		0		0		3.59002		0.4458316		0
1985		2		8		0		0		0		0.2		3.59002		0.3369079		0
1985		2		9		0		0		0		0.7		3.59002		0.1528353		0
1985		2		10		0		0		0		0.8		3.59002		0.08265001		0
1985		2		11		0		0		0		0		3.59002		0.0783051		0
1985		2		12		0		0		0		0		3.59002		0.07486407		0
1985		2		13		0		0		0		0		3.59002		0.0715554		0
1985		2		14		0		0		0		0		3.59002		0.06837111		0
1985		2		15		0		0		0		1.2		3.59002		0.0653038		0
1985		2		16		0		0		0		14.2	3.59002		0.7552808		10.60998
1985		2		17		0		0		0		0		3.59002		0.2855369		0
1985		2		18		0		0		0		0.1		3.59002		0.1696737		0
1985		2		19		0		0		0		2.1		3.59002		0.2239579		0
1985		2		20		0		0		0		4.8		3.59002		0.3717474		1.20998
1985		2		21		0		0		0		0		3.59002		0.2715158		0
1985		2		22		0		0		0		0		3.59002		0.1360421		0
1985		2		23		0		0		0		0		3.59002		0.05864835		0
1985		2		24		0		0		0		0		3.59002		0.05539756		0
1985		2		25		0		0		0		0		3.59002		0.0527809		0
1985		2		26		0		0		0		0		3.59002		0.05025008		0
1985		2		27		0		0		0		0		3.59002		0.0478008		0
1985		2		28		0		0		0		1.1		3.59002		0.04542892		0
1985		3		1		0		0		0		36.1	3.59002		1.903951		32.50998
1985		3		2		0		0		0		7.7		2.82		4.572379		4.88
1985		3		3		0		0		0		0		2.82		0.4839158		0
1985		3		4		0		0		0		0		2.82		0.2279369		0
1985		3		5		0		0		0		2.1		2.82		0.1748842		0
1985		3		6		0		0		0		1.3		2.82		0.3125368		0
1985		3		7		0		0		0		12.3	2.82		1.113253		9.48
1985		3		8		0		0		0		0.4		2.82		0.5100632		0
1985		3		9		0		0		0		0		2.82		0.2978526		0
1985		3		10		0		0		0		0		2.82		0.2202631		0
1985		3		11		0		0		0		0		2.82		0.05995007		0
1985		3		12		0		0		0		0		2.82		0.05129443		0
1985		3		13		0		0		0		0		2.82		0.0488117		0
1985		3		14		0		0		0		12.3	2.82		0.4169165		9.48
1985		3		15		0		0		0		0		2.82		0.260621		0
1985		3		16		0		0		0		0		2.82		0.09323999		0
1985		3		17		0		0		0		0		2.82		0.06344321		0
1985		3		18		0		0		0		0.3		2.82		0.060552		0
1985		3		19		0		0		0		0		2.82		0.0577613		0
1985		3		20		0		0		0		0		2.82		0.05506562		0
1985		3		21		0		0		0		0		2.82		0.05245994		0
1985		3		22		0		0		0		0		2.82		0.04993954		0
1985		3		23		0		0		0		0		2.82		0.04750017		0
1985		3		24		0		0		0		0		2.82		0.0451377		0
1985		3		25		0		0		0		0		2.82		0.04284841		0
1985		3		26		0		0		0		0		2.82		0.04062878		0
1985		3		27		0		0		0		0		2.82		0.03847554		0
1985		3		28		0		0		0		0		2.82		0.03638562		0
1985		3		29		0		0		0		0		2.82		0.03435614		0
1985		3		30		0		0		0		0.2		2.82		0.03238443		0
1985		3		31		0		0		0		1.9		2.82		0.03046796		0
1985		4		1		0		0		0		0		2.82		0.02860438		0
1985		4		2		0		0		0		0		1.88998		0.0267914		0
1985		4		3		0		0		0		0		1.88998		0.02502694		0
1985		4		4		0		0		0		0		1.88998		0.02330904		0
1985		4		5		0		0		0		0		1.88998		0.02163583		0
1985		4		6		0		0		0		0		1.88998		0.02000556		0
1985		4		7		0		0		0		0		1.88998		0.01841649		0
1985		4		8		0		0		0		0		1.88998		0.01686711		0
1985		4		9		0		0		0		0.5		1.88998		0.01535592		0
1985		4		10		0		0		0		0		1.88998		0.01388147		0
1985		4		11		0		0		0		0		1.88998		0.01244249		0
1985		4		12		0		0		0		0		1.88998		0.01103759		0
1985		4		13		0		0		0		0		1.88998		0.00966564		0
1985		4		14		0		0		0		0		1.88998		0.0083255		0
1985		4		15		0		0		0		0		1.88998		0.00701603		0
1985		4		16		0		0		0		0		1.88998		0.00573619		0
1985		4		17		0		0		0		0		1.88998		0.00448498		0
1985		4		18		0		0		0		8.4		1.88998		0.00326152		6.51002
1985		4		19		0		0		0		21.5	1.88998		2.215705		19.61002
1985		4		20		0		0		0		82.2	1.88998		27.34371		80.31002
1985		4		21		0		0		0		39.1	1.88998		22.81159		37.21002
1985		4		22		0		0		0		39.3	1.88998		28.65591		37.41002
1985		4		23		0		0		0		23.8	1.88998		19.05755		21.91002
1985		4		24		0		0		0		5.8		1.88998		9.267916		3.91002
1985		4		25		0		0		0		0		1.88998		3.513505		0
1985		4		26		0		0		0		0.2		1.88998		1.881663		0
1985		4		27		0		0		0		0		1.88998		0.9917053		0
1985		4		28		0		0		0		0		1.88998		0.7296632		0
1985		4		29		0		0		0		0		1.88998		0.5998737		0
1985		4		30		0		0		0		0		1.88998		0.4815474		0
1985		5		1		0		0		0		0		1.88998		0.378379		0
1985		5		2		0		0		0		0		1.23		0.1537579		0
1985		5		3		0		0		0		0		1.23		0.1198421		0
1985		5		4		0		0		0		0		1.23		0.08952632		0
1985		5		5		0		0		0		0		1.23		0.05883157		0
1985		5		6		0		0		0		0.2		1.23		0.03060005		0
1985		5		7		0		0		0		1.2		1.23		0.0349579		0
1985		5		8		0		0		0		0		1.23		0.1085684		0
1985		5		9		0		0		0		0		1.23		0.09341051		0
1985		5		10		0		0		0		11.8	1.23		0.2915052		10.57
1985		5		11		0		0		0		25.7	1.23		10.12235		24.47
1985		5		12		0		0		0		0		1.23		2.363589		0
1985		5		13		0		0		0		0		1.23		0.9858316		0
1985		5		14		0		0		0		2.5		1.23		0.8764105		1.27
1985		5		15		0		0		0		0		1.23		0.6232737		0
1985		5		16		0		0		0		0		1.23		0.4477263		0
1985		5		17		0		0		0		0		1.23		0.3478737		0
1985		5		18		0		0		0		0		1.23		0.2981368		0
1985		5		19		0		0		0		0		1.23		0.2769158		0
1985		5		20		0		0		0		4.2		1.23		0.2757789		2.97
1985		5		21		0		0		0		3.5		1.23		0.8693053		2.27
1985		5		22		0		0		0		4.8		1.23		0.7148842		3.57
1985		5		23		0		0		0		0		1.23		0.4468737		0
1985		5		24		0		0		0		0		1.23		0.3642632		0
1985		5		25		0		0		0		0		1.23		0.3122526		0
1985		5		26		0		0		0		0		1.23		0.2670632		0
1985		5		27		0		0		0		0		1.23		0.2289789		0
1985		5		28		0		0		0		0		1.23		0.2071895		0
1985		5		29		0		0		0		0		1.23		0.1969579		0
1985		5		30		0		0		0		0		1.23		0.1189895		0
1985		5		31		0		0		0		0		1.23		0.1182316		0
1985		6		1		0		0		0		0		1.23		0.1289368		0
1985		6		2		0		0		0		0		0.9			0.1404			0
1985		6		3		0		0		0		0		0.9			0.1559369		0
1985		6		4		0		0		0		0		0.9			0.1719474		0
1985		6		5		0		0		0		0.9		0.9			0.1829368		0
1985		6		6		0		0		0		100.3	0.9			60.85516		99.4
1985		6		7		0		0		0		1.1		0.9			10.00478		0.2
1985		6		8		0		0		0		0		0.9			3.506305		0
1985		6		9		0		0		0		0		0.9			1.7982			0
1985		6		10		0		0		0		0		0.9			1.182032		0
1985		6		11		0		0		0		0.8		0.9			1.019842		0
1985		6		12		0		0		0		0.3		0.9			0.8644737		0
1985		6		13		0		0		0		0		0.9			0.5204842		0
1985		6		14		0		0		0		0		0.9			0.4592842		0
1985		6		15		0		0		0		0.3		0.9			0.4184526		0
1985		6		16		0		0		0		3.9		0.9			0.4459263		3
1985		6		17		0		0		0		13.4	0.9			3.0924			12.5
1985		6		18		0		0		0		7.6		0.9			1.920221		6.7
1985		6		19		0		0		0		12.6	0.9			8.587137		11.7
1985		6		20		0		0		0		4.9		0.9			4.710884		4
1985		6		21		0		0		0		57		0.9			36.8191			56.1
1985		6		22		0		0		0		14.9	0.9			26.27915		14
1985		6		23		0		0		0		0		0.9			4.863221		0
1985		6		24		0		0		0		0		0.9			2.346063		0
1985		6		25		0		0		0		0		0.9			1.233947		0
1985		6		26		0		0		0		0		0.9			0.9107053		0
1985		6		27		0		0		0		0		0.9			0.7914316		0
1985		6		28		0		0		0		0.6		0.9			0.7006737		0
1985		6		29		0		0		0		1.3		0.9			0.6537789		0.4
1985		6		30		0		0		0		1.5		0.9			0.6078316		0.6
1985		7		1		0		0		0		0		0.9			0.5618842		0
1985		7		2		0		0		0		1.3		0.97		0.5238			0.33
1985		7		3		0		0		0		0.8		0.97		0.5123368		0
1985		7		4		0		0		0		0		0.97		0.4052842		0
1985		7		5		0		0		0		0		0.97		0.3247579		0
1985		7		6		0		0		0		8.9		0.97		0.6977368		7.93
1985		7		7		0		0		0		2.5		0.97		1.017379		1.53
1985		7		8		0		0		0		16.2	0.97		3.451642		15.23
1985		7		9		0		0		0		3.5		0.97		4.119063		2.53
1985		7		10		0		0		0		20.2	0.97		7.473221		19.23
1985		7		11		0		0		0		0		0.97		6.286074		0
1985		7		12		0		0		0		0		0.97		3.494653		0
1985		7		13		0		0		0		14		0.97		5.217347		13.03
1985		7		14		0		0		0		0.9		0.97		4.788664		0
1985		7		15		0		0		0		1.6		0.97		3.338621		0.63
1985		7		16		0		0		0		0		0.97		2.222242		0
1985		7		17		0		0		0		28.7	0.97		5.544094		27.73
1985		7		18		0		0		0		72.8	0.97		52.49662		71.83
1985		7		19		0		0		0		25.9	0.97		35.96552		24.93
1985		7		20		0		0		0		0		0.97		6.116116		0
1985		7		21		0		0		0		0		0.97		3.195189		0
1985		7		22		0		0		0		0		0.97		2.137926		0
1985		7		23		0		0		0		0		0.97		1.509347		0
1985		7		24		0		0		0		0		0.97		1.207421		0
1985		7		25		0		0		0		0.4		0.97		1.045232		0
1985		7		26		0		0		0		0		0.97		0.8833263		0
1985		7		27		0		0		0		0		0.97		0.7216105		0
1985		7		28		0		0		0		0		0.97		0.5935263		0
1985		7		29		0		0		0		0		0.97		0.5222842		0
1985		7		30		0		0		0		0.2		0.97		0.4518			0
1985		7		31		0		0		0		14		0.97		0.957221		13.03
1985		8		1		0		0		0		7.4		0.97		2.417684		6.43
1985		8		2		0		0		0		2		1.42		1.946747		0.58
1985		8		3		0		0		0		0		1.42		1.204105		0
1985		8		4		0		0		0		0		1.42		0.8000526		0
1985		8		5		0		0		0		0.1		1.42		0.5742947		0
1985		8		6		0		0		0		0.1		1.42		0.4648737		0
1985		8		7		0		0		0		0		1.42		0.4477263		0
1985		8		8		0		0		0		0		1.42		0.5229473		0
1985		8		9		0		0		0		0		1.42		0.5275895		0
1985		8		10		0		0		0		8.3		1.42		0.6768			6.88
1985		8		11		0		0		0		21.9	1.42		8.370095		20.48
1985		8		12		0		0		0		3.5		1.42		4.21579			2.08
1985		8		13		0		0		0		2.1		1.42		2.863232		0.68
1985		8		14		0		0		0		0.2		1.42		1.779158		0
1985		8		15		0		0		0		0		1.42		1.194063		0
1985		8		16		0		0		0		0		1.42		1.024579		0
1985		8		17		0		0		0		0.1		1.42		0.9214105		0
1985		8		18		0		0		0		0		1.42		0.8259158		0
1985		8		19		0		0		0		9		1.42		0.8305579		7.58
1985		8		20		0		0		0		61.5	1.42		37.0313			60.08
1985		8		21		0		0		0		24.2	1.42		21.61374		22.78
1985		8		22		0		0		0		18.9	1.42		19.02553		17.48
1985		8		23		0		0		0		1.6		1.42		5.839958		0.18
1985		8		24		0		0		0		0.3		1.42		3.510853		0
1985		8		25		0		0		0		0.3		1.42		2.331663		0
1985		8		26		0		0		0		41		1.42		24.5483			39.58
1985		8		27		0		0		0		3		1.42		6.392085		1.58
1985		8		28		0		0		0		0		1.42		3.730169		0
1985		8		29		0		0		0		0		1.42		2.392105		0
1985		8		30		0		0		0		0		1.42		1.695411		0
1985		8		31		0		0		0		3.5		1.42		1.281126		2.08
1985		9		1		0		0		0		5.4		1.42		2.448095		3.98
1985		9		2		0		0		0		3.4		1.88		2.28799			1.52
1985		9		3		0		0		0		0.1		1.88		1.458379		0
1985		9		4		0		0		0		43.9	1.88		15.28683		42.02
1985		9		5		0		0		0		80.2	1.88		59.00314		78.32
1985		9		6		0		0		0		20.1	1.88		25.55934		18.22
1985		9		7		0		0		0		10.3	1.88		12.01377		8.42
1985		9		8		0		0		0		2		1.88		5.009211		0.12
1985		9		9		0		0		0		5		1.88		3.33881			3.12
1985		9		10		0		0		0		2.2		1.88		2.966969		0.32
1985		9		11		0		0		0		7.1		1.88		2.404137		5.22
1985		9		12		0		0		0		11.4	1.88		8.897589		9.52
1985		9		13		0		0		0		0		1.88		3.602558		0
1985		9		14		0		0		0		0		1.88		2.443737		0
1985		9		15		0		0		0		0		1.88		1.699011		0
1985		9		16		0		0		0		0		1.88		1.210074		0
1985		9		17		0		0		0		0		1.88		0.9443368		0
1985		9		18		0		0		0		0		1.88		0.8321684		0
1985		9		19		0		0		0		0		1.88		0.7105263		0
1985		9		20		0		0		0		0		1.88		0.5924842		0
1985		9		21		0		0		0		0		1.88		0.4985053		0
1985		9		22		0		0		0		0		1.88		0.4488632		0
1985		9		23		0		0		0		0		1.88		0.3999789		0
1985		9		24		0		0		0		0		1.88		0.3569684		0
1985		9		25		0		0		0		0		1.88		0.3271263		0
1985		9		26		0		0		0		0		1.88		0.1904211		0
1985		9		27		0		0		0		39.2	1.88		4.264958		37.32
1985		9		28		0		0		0		21.9	1.88		10.66311		20.02
1985		9		29		0		0		0		10.4	1.88		6.319895		8.52
1985		9		30		0		0		0		18.3	1.88		8.224579		16.42
1985		10		1		0		0		0		7.5		1.88		8.979063		5.62
1985		10		2		0		0		0		0		2.40002		3.092874		0
1985		10		3		0		0		0		0		2.40002		2.178569		0
1985		10		4		0		0		0		2.6		2.40002		1.424558		0.19998
1985		10		5		0		0		0		0		2.40002		1.181653		0
1985		10		6		0		0		0		0		2.40002		1.0242			0
1985		10		7		0		0		0		0		2.40002		0.9360948		0
1985		10		8		0		0		0		0.2		2.40002		0.8952632		0
1985		10		9		0		0		0		0.2		2.40002		0.7558105		0
1985		10		10		0		0		0		0.2		2.40002		0.6611684		0
1985		10		11		0		0		0		5.4		2.40002		0.8574632		2.99998
1985		10		12		0		0		0		0		2.40002		0.6555789		0
1985		10		13		0		0		0		0.2		2.40002		0.5824421		0
1985		10		14		0		0		0		22.8	2.40002		3.516063		20.39998
1985		10		15		0		0		0		0		2.40002		1.817053		0
1985		10		16		0		0		0		0		2.40002		1.029411		0
1985		10		17		0		0		0		0		2.40002		0.8208			0
1985		10		18		0		0		0		0		2.40002		0.6088737		0
1985		10		19		0		0		0		0		2.40002		0.4194948		0
1985		10		20		0		0		0		13.6	2.40002		0.7173474		11.19998
1985		10		21		0		0		0		0.3		2.40002		0.5433158		0
1985		10		22		0		0		0		2.3		2.40002		0.4450737		0
1985		10		23		0		0		0		0		2.40002		0.446021		0
1985		10		24		0		0		0		23.1	2.40002		3.233937		20.69998
1985		10		25		0		0		0		0		2.40002		2.432558		0
1985		10		26		0		0		0		2.4		2.40002		0.9951158		0
1985		10		27		0		0		0		0		2.40002		0.7093895		0
1985		10		28		0		0		0		0		2.40002		0.4945263		0
1985		10		29		0		0		0		0		2.40002		0.4347474		0
1985		10		30		0		0		0		0		2.40002		0.3550737		0
1985		10		31		0		0		0		0		2.40002		0.1566			0
1985		11		1		0		0		0		0		2.40002		0.1424842		0
1985		11		2		0		0		0		29.7	2.99		2.2122			26.71
1985		11		3		0		0		0		16.9	2.99		4.61179			13.91
1985		11		4		0		0		0		16.7	2.99		5.364284		13.71
1985		11		5		0		0		0		3.6		2.99		6.457926		0.61
1985		11		6		0		0		0		8.4		2.99		2.297179		5.41
1985		11		7		0		0		0		0		2.99		2.025569		0
1985		11		8		0		0		0		0.1		2.99		1.028653		0
1985		11		9		0		0		0		0		2.99		0.5881263		0
1985		11		10		0		0		0		0		2.99		0.3800842		0
1985		11		11		0		0		0		0		2.99		0.3194526		0
1985		11		12		0		0		0		0		2.99		0.2813684		0
1985		11		13		0		0		0		7.5		2.99		0.4068947		4.51
1985		11		14		0		0		0		0		2.99		0.3435158		0
1985		11		15		0		0		0		0		2.99		0.178579		0
1985		11		16		0		0		0		0		2.99		0.1274211		0
1985		11		17		0		0		0		0		2.99		0.09			0
1985		11		18		0		0		0		0		2.99		0.04848484		0
1985		11		19		0		0		0		2.8		2.99		0.0899593		0
1985		11		20		0		0		0		13.3	2.99		0.3066631		10.31
1985		11		21		0		0		0		30.4	2.99		7.019526		27.41
1985		11		22		0		0		0		8.9		2.99		4.659631		5.91
1985		11		23		0		0		0		0.8		2.99		2.378463		0
1985		11		24		0		0		0		1.8		2.99		1.296663		0
1985		11		25		0		0		0		3.7		2.99		1.140442		0.71
1985		11		26		0		0		0		0		2.99		0.7155474		0
1985		11		27		0		0		0		0		2.99		0.3923052		0
1985		11		28		0		0		0		0.9		2.99		0.2278421		0
1985		11		29		0		0		0		0		2.99		0.1894737		0
1985		11		30		0		0		0		0		2.99		0.1656			0
1985		12		1		0		0		0		28.4	2.99		1.506411		25.41
1985		12		2		0		0		0		15.7	3.69		9.424327		12.01
1985		12		3		0		0		0		27.6	3.69		11.56528		23.91
1985		12		4		0		0		0		18.8	3.69		13.61122		15.11
1985		12		5		0		0		0		0		3.69		3.626147		0
1985		12		6		0		0		0		0		3.69		1.587979		0
1985		12		7		0		0		0		0		3.69		0.7717263		0
1985		12		8		0		0		0		1.1		3.69		0.6089684		0
1985		12		9		0		0		0		21		3.69		3.800179		17.31
1985		12		10		0		0		0		0		3.69		1.917095		0
1985		12		11		0		0		0		0		3.69		0.7758			0
1985		12		12		0		0		0		0		3.69		0.4223368		0
1985		12		13		0		0		0		0		3.69		0.3468316		0
1985		12		14		0		0		0		0		3.69		0.2581579		0
1985		12		15		0		0		0		8.9		3.69		0.4307684		5.21
1985		12		16		0		0		0		11.3	3.69		1.713126		7.61
1985		12		17		0		0		0		30.5	3.69		10.40239		26.81
1985		12		18		0		0		0		0.7		3.69		5.575169		0
1985		12		19		0		0		0		5		3.69		2.1438			1.31
1985		12		20		0		0		0		0.6		3.69		1.505084		0
1985		12		21		0		0		0		34.9	3.69		12.6611			31.21
1985		12		22		0		0		0		1.3		3.69		8.898537		0
1985		12		23		0		0		0		76.9	3.69		53.56194		73.21
1985		12		24		0		0		0		35.9	3.69		28.13893		32.21
1985		12		25		0		0		0		7.3		3.69		10.13675		3.61
1985		12		26		0		0		0		0.9		3.69		4.347853		0
1985		12		27		0		0		0		26.3	3.69		10.69134		22.61
1985		12		28		0		0		0		1.5		3.69		6.770084		0
1985		12		29		0		0		0		24.1	3.69		12.53672		20.41
1985		12		30		0		0		0		0.2		3.69		6.804379		0
1985		12		31		0		0		0		0		3.69		2.774274		0
1986		1		1		0		0		0		0.2		3.69		1.278095		0
1986		1		2		0		0		0		0		3.83002		0.8888211		0
1986		1		3		0		0		0		14.7	3.83002		2.072274		10.86998
1986		1		4		0		0		0		23.8	3.83002		3.23299			19.96998
1986		1		5		0		0		0		0.1		3.83002		6.697516		0
1986		1		6		0		0		0		0		3.83002		1.457905		0
1986		1		7		0		0		0		0		3.83002		0.7792106		0
1986		1		8		0		0		0		0.5		3.83002		0.5598			0
1986		1		9		0		0		0		3		3.83002		0.5681368		0
1986		1		10		0		0		0		25.3	3.83002		5.1498			21.46998
1986		1		11		0		0		0		0.3		3.83002		2.422705		0
1986		1		12		0		0		0		0		3.83002		1.009326		0
1986		1		13		0		0		0		22.5	3.83002		6.035116		18.66998
1986		1		14		0		0		0		0.9		3.83002		2.472821		0
1986		1		15		0		0		0		2.3		3.83002		1.443411		0
1986		1		16		0		0		0		0		3.83002		1.323568		0
1986		1		17		0		0		0		0		3.83002		1.070905		0
1986		1		18		0		0		0		0		3.83002		0.8184316		0
1986		1		19		0		0		0		0		3.83002		0.5875579		0
1986		1		20		0		0		0		0		3.83002		0.4870421		0
1986		1		21		0		0		0		0		3.83002		0.4081263		0
1986		1		22		0		0		0		0		3.83002		0.3307263		0
1986		1		23		0		0		0		0		3.83002		0.2855368		0
1986		1		24		0		0		0		0		3.83002		0.2591053		0
1986		1		25		0		0		0		9		3.83002		0.3388737		5.16998
1986		1		26		0		0		0		121		3.83002		52.40861		117.16998
1986		1		27		0		0		0		7.9		3.83002		18.84221		4.06998
1986		1		28		0		0		0		1.2		3.83002		2.900937		0
1986		1		29		0		0		0		3.1		3.83002		1.585042		0
1986		1		30		0		0		0		0		3.83002		0.8537684		0
1986		1		31		0		0		0		0		3.83002		0.5987368		0
1986		2		1		0		0		0		0		3.83002		0.4179789		0
1986		2		2		0		0		0		0		3.59002		0.3312947		0
1986		2		3		0		0		0		0		3.59002		0.3046737		0
1986		2		4		0		0		0		0		3.59002		0.3145263		0
1986		2		5		0		0		0		0		3.59002		0.3571579		0
1986		2		6		0		0		0		0		3.59002		0.2712316		0
1986		2		7		0		0		0		0		3.59002		0.1650316		0
1986		2		8		0		0		0		4.2		3.59002		0.1692			0.60998
1986		2		9		0		0		0		0		3.59002		0.1815158		0
1986		2		10		0		0		0		0		3.59002		0.1941158		0
1986		2		11		0		0		0		0		3.59002		0.1943018		0
1986		2		12		0		0		0		0.4		3.59002		0.1141517		0
1986		2		13		0		0		0		2.7		3.59002		0.08067691		0
1986		2		14		0		0		0		1.1		3.59002		0.07714287		0
1986		2		15		0		0		0		19.9	3.59002		0.2392962		16.30998
1986		2		16		0		0		0		0.5		3.59002		0.7051263		0
1986		2		17		0		0		0		10		3.59002		0.08469472		6.40998
1986		2		18		0		0		0		5.1		3.59002		0.7106211		1.50998
1986		2		19		0		0		0		15		3.59002		1.938884		11.40998
1986		2		20		0		0		0		2.1		3.59002		0.4104948		0
1986		2		21		0		0		0		48.8	3.59002		16.82214		45.20998
1986		2		22		0		0		0		6.7		3.59002		1.6254			3.10998
1986		2		23		0		0		0		1.9		3.59002		2.168905		0
1986		2		24		0		0		0		24.3	3.59002		7.672642		20.70998
1986		2		25		0		0		0		22.7	3.59002		6.087411		19.10998
1986		2		26		0		0		0		20.4	3.59002		20.36634		16.80998
1986		2		27		0		0		0		3.9		3.59002		5.325253		0.30998
1986		2		28		0		0		0		0.7		3.59002		3.149716		0
1986		3		1		0		0		0		1		3.59002		1.950632		0
1986		3		2		0		0		0		0		2.82		1.3662			0
1986		3		3		0		0		0		0		2.82		0.9480315		0
1986		3		4		0		0		0		6.2		2.82		1.156074		3.38
1986		3		5		0		0		0		0		2.82		0.9414947		0
1986		3		6		0		0		0		0		2.82		0.6407052		0
1986		3		7		0		0		0		0		2.82		0.4646842		0
1986		3		8		0		0		0		0		2.82		0.2851579		0
1986		3		9		0		0		0		0		2.82		0.1657895		0
1986		3		10		0		0		0		0		2.82		0.1561264		0
1986		3		11		0		0		0		0.2		2.82		0.1531895		0
1986		3		12		0		0		0		3.3		2.82		0.1564105		0.48
1986		3		13		0		0		0		33.6	2.82		2.419389		30.78
1986		3		14		0		0		0		12.2	2.82		6.719779		9.38
1986		3		15		0		0		0		1.8		2.82		2.663811		0
1986		3		16		0		0		0		7.9		2.82		2.189842		5.08
1986		3		17		0		0		0		1.2		2.82		1.542979		0
1986		3		18		0		0		0		2.8		2.82		0.8406			0
1986		3		19		0		0		0		0		2.82		0.6114316		0
1986		3		20		0		0		0		0		2.82		0.4380632		0
1986		3		21		0		0		0		0		2.82		0.3465474		0
1986		3		22		0		0		0		0		2.82		0.2550316		0
1986		3		23		0		0		0		0		2.82		0.2075684		0
1986		3		24		0		0		0		0		2.82		0.2249052		0
1986		3		25		0		0		0		2		2.82		0.3222947		0
1986		3		26		0		0		0		7.6		2.82		0.6049895		4.78
1986		3		27		0		0		0		0		2.82		0.2374105		0
1986		3		28		0		0		0		0		2.82		0.2022632		0
1986		3		29		0		0		0		19.5	2.82		2.096148		16.68
1986		3		30		0		0		0		0		2.82		0.9108			0
1986		3		31		0		0		0		0		2.82		0.4270737		0
1986		4		1		0		0		0		0		2.82		0.3259894		0
1986		4		2		0		0		0		0		1.88998		0.2892316		0
1986		4		3		0		0		0		3.1		1.88998		0.2895158		1.21002
1986		4		4		0		0		0		3.3		1.88998		0.4612737		1.41002
1986		4		5		0		0		0		6.1		1.88998		0.7133684		4.21002
1986		4		6		0		0		0		9.5		1.88998		0.6756632		7.61002
1986		4		7		0		0		0		93.1	1.88998		53.11014		91.21002
1986		4		8		0		0		0		0.8		1.88998		5.526758		0
1986		4		9		0		0		0		0		1.88998		1.756421		0
1986		4		10		0		0		0		13.4	1.88998		1.887726		11.51002
1986		4		11		0		0		0		1		1.88998		2.818327		0
1986		4		12		0		0		0		0		1.88998		1.478084		0
1986		4		13		0		0		0		11		1.88998		1.75841			9.11002
1986		4		14		0		0		0		5.8		1.88998		4.179316		3.91002
1986		4		15		0		0		0		0		1.88998		2.083642		0
1986		4		16		0		0		0		0		1.88998		1.425126		0
1986		4		17		0		0		0		0		1.88998		1.152853		0
1986		4		18		0		0		0		0		1.88998		0.8301789		0
1986		4		19		0		0		0		0		1.88998		0.5759053		0
1986		4		20		0		0		0		0		1.88998		0.4884632		0
1986		4		21		0		0		0		0.7		1.88998		0.4398631		0
1986		4		22		0		0		0		9.7		1.88998		1.277337		7.81002
1986		4		23		0		0		0		2.2		1.88998		0.9587368		0.31002
1986		4		24		0		0		0		0		1.88998		0.9415895		0
1986		4		25		0		0		0		0		1.88998		0.8495053		0
1986		4		26		0		0		0		2.8		1.88998		1.128884		0.91002
